,sofifa_id,age,height_cm,weight_kg,league_rank,overall,potential,value_eur,wage_eur,international_reputation,weak_foot,skill_moves,release_clause_eur,team_jersey_number,contract_valid_until,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
team_jersey_number,0.18516680877593905,-0.22150604732172813,-0.03834194606887791,-0.07658513572268198,-0.09630529346749994,-0.18825829809432915,0.013797299243549001,-0.07826712085947961,-0.06463362950122768,-0.050042773857962804,-0.02743274729166674,-0.03284020349673523,-0.07585274023349872,1.0,0.06521571075034915,0.03616148750447835,0.028125694534851108,-0.021853892284533428,-0.10548061587356579,-0.043294412730530175,-0.14083722414021113,-0.20137017652425826,-0.19973537217766463,-0.21408972877918225,-0.22540064314861835,-0.18613106551836345,-0.16212861817385235,-0.23089048459772216,-0.05697011536777211,-0.015405346680326826,-0.0828194650710676,-0.09102581101276884,-0.021404009981242398,-0.021323770514345055,-0.043583422295842035,-0.053587816076056914,-0.10122080347779384,-0.06264192113632236,-0.0009233505936582316,-0.005760737656753794,-0.029810516691437656,-0.16672483200606478,0.006498180653395518,-0.05517143280413358,-0.10583774666648994,-0.1204214052809633,-0.1559746227768182,-0.03517365951545566,-0.11388069994554459,-0.12335287518836668,-0.025744899539242843,-0.06277038958618116,-0.029740190072995616,-0.13455825905903274,,-0.10039833414370389,-0.0905997444563643,-0.0020794534145515777,-0.0034557092253655946,-0.006978163872425145,-0.007553545760894823,-0.0025785509516955477
contract_valid_until,0.17387186041246608,-0.19303388281594774,-0.02947269262096366,-0.054751304599017225,-0.15115755486322577,0.12366877419540652,0.2578308127166485,0.19060915043758217,0.13787224674078669,0.01505669371914982,0.03164935757169695,0.06752917719383744,0.20278057688766274,0.06521571075034915,1.0,0.08529133325300342,0.09632595759568192,0.05953782463540182,0.07867428519810901,0.10830347277659676,0.0034747269415437076,-0.011987044387610323,0.12438725550950834,0.11615730758090806,0.09463924672935611,0.13641450047055603,0.04297929637267645,0.10484412961681985,0.04953786606223193,0.06208983044917297,0.03613267030849873,0.08323037180528253,0.05447951824658864,0.0795105305016629,0.04785271163856738,0.034331287437041474,0.053779398016365436,0.08501210963833135,0.08386817649239545,0.08677831662806965,0.054331053175267374,0.10758095296672039,0.05595428161016235,0.0523992247260005,-0.008524768213671563,0.05319371236989795,-0.02767467606607218,0.05736946724259421,0.003931055098749855,0.015584949697044055,0.06572230915203416,0.08017361809617513,0.03435730514909745,0.06571540462321189,,0.02409869595213204,0.023617864036312653,-0.02256601958277669,-0.020310469526178484,-0.023774774877804748,-0.022587526496523642,-0.02027941247002931
nation_jersey_number,0.081973599742297,-0.08475126039102308,-0.11035836610007156,-0.1120996378010889,0.037870462551903135,-0.06596360004626582,-0.02809161314085724,-0.042776830646499536,-0.06514289090185174,-0.09625669424028577,0.030270280055679052,0.12570121673966284,-0.02847783932937797,0.03616148750447835,0.08529133325300342,1.0,0.127262831422036,0.21025493460630768,0.0975303126934248,0.15993298414013632,-0.24605163531095242,-0.149978949951592,-0.2057769739132029,-0.19376417265442025,-0.1629474334102662,-0.19794814958484488,-0.08006847258036275,-0.17712408539782146,0.07055833781250452,0.1591152312145131,-0.06378641400946293,0.01603486070563434,0.1260737582008068,0.10605372584977964,0.101927804080053,0.10448185277713506,-0.011334633293449106,0.0631182401968346,0.1111528219949583,0.07338397637003091,0.11665022455341366,-0.051586951682356365,0.10738605638238213,0.10919280720621544,-0.08683418650250531,0.01800971055912954,-0.12417237829449412,0.14192255172861817,-0.08171530856563979,-0.14742108054961878,0.1262647615938654,0.10284312682001687,0.09941940080100292,-0.018410205070191178,,-0.15077059773288867,-0.16048420694901164,-0.04235257477740551,-0.045826612575885675,-0.040329415288714206,-0.038960016748029964,-0.040583855207346226
pace,0.13169104847023863,-0.18311067225651584,-0.41030586356051024,-0.3676956060129094,-0.006393988595389768,0.20296249558182294,0.27155471068986464,0.20282939501489178,0.12992946661712096,-0.006978916566528527,0.15682335172354836,0.4181622627665651,0.2050549650386722,0.028125694534851108,0.09632595759568192,0.127262831422036,1.0,0.35049565587382975,0.29491745444472695,0.541006249086649,-0.2863933929306586,-0.18069853709166978,,,,,,,0.4385506078571747,0.36792613619025216,-0.2716587330880454,0.15248194344329816,0.3056407996769742,0.5259075808040551,0.3600869050890818,0.21275306744295922,0.06355619587389338,0.35113149389043896,0.9621587329094455,0.9742008999655956,0.7123750792302116,0.11214450899919286,0.5364442682959497,0.22837959021828874,0.035745513605117726,0.26806651751060045,-0.3172696989727954,0.2995468036716526,-0.18977689274788373,-0.2671447683844092,0.4398929218045363,0.30194291562884223,0.20492973258712258,0.1131817989885942,,-0.27404504814606884,-0.26043897191945653,-0.008925891812973045,-0.002581168588469139,-0.007798248500258373,-0.024932669309230954,-0.013902735484587864
shooting,-0.2947353361953253,0.24183748500508204,-0.19454624287194058,-0.08873962368850713,-0.1076309319760558,0.4883153198050786,0.2863006934297774,0.3396967589812511,0.30354509815273883,0.2617601769074418,0.33082707257592747,0.6111144521014067,0.3362301906266269,-0.021853892284533428,0.05953782463540182,0.21025493460630768,0.35049565587382975,1.0,0.6547025327541154,0.7695470791593158,-0.40236544950419467,0.020285784907845578,,,,,,,0.5081124311968909,0.9640295895961805,0.07400301219582282,0.5195934302010254,0.8793543316077814,0.7627490141777903,0.7212526241306595,0.6531604220849642,0.3629802002059872,0.7235560457580525,0.3557698627598762,0.32682613773970437,0.4981844726273031,0.4694458237887359,0.32703680446542,0.8584891044659169,-0.03075734538556827,0.209358054973242,-0.033795558828967676,0.9258736053373361,-0.056549940766044,-0.37056915487387326,0.8594075416715589,0.7469767177491405,0.7981717690967062,0.5516779886377204,,-0.4335382158974479,-0.4683050457765656,0.023197072305535946,0.026637037118591167,0.04388754632759595,0.03566067603949931,0.03330080924352178
passing,-0.3998727274877634,0.33992471286895914,-0.2743864476653387,-0.17122346926673032,-0.17328691978239527,0.7115209343754838,0.43848489437029714,0.4617922763001656,0.42139476461161923,0.3446445516601319,0.2873021157643111,0.5932853823293697,0.4592033739604001,-0.10548061587356579,0.07867428519810901,0.0975303126934248,0.29491745444472695,0.6547025327541154,1.0,0.8342377493557391,0.17311927035251948,0.16454173071909056,,,,,,,0.8300636243743311,0.5435657690650803,0.02924393717431756,0.9032992211205167,0.5899070717642093,0.7848434991761605,0.8010490389277317,0.7510814019066593,0.8501850238677237,0.8486791130259197,0.3161328233521301,0.261446525168445,0.5255506950973844,0.6531508308152644,0.40008625877559534,0.6539256519235584,-0.012234977995412646,0.41599788162761536,-0.04188247483657246,0.710328560562735,0.24654538495682501,0.20031563520841902,0.6692399833824734,0.879085848636143,0.49779519433860403,0.7072336070238123,,0.14928526210910387,0.11955454575541473,0.03702547214241505,0.046449340772218774,0.0424253149145408,0.040688913082445446,0.032688974953657655
dribbling,-0.27167585895258,0.18341393338911496,-0.3819835893381661,-0.27791360781710245,-0.14794595676149924,0.6410966503368352,0.47847214183349424,0.44594249230491523,0.39144406014630606,0.28958372255873144,0.3198686765154944,0.6932802522163841,0.4453064856920093,-0.043294412730530175,0.10830347277659676,0.15993298414013632,0.541006249086649,0.7695470791593158,0.8342377493557391,1.0,-0.14275957196500685,-0.005487542398315962,,,,,,,0.7470388383686605,0.711936394078441,-0.05739786139336504,0.7093259447528969,0.6896606938650762,0.9776104017162008,0.7730945809737243,0.6396493646412409,0.5648097887290338,0.9133569714978342,0.5609156292338006,0.49491920492031466,0.7265385532899368,0.5761599278500135,0.5515896540853586,0.6637592718445763,-0.0190450114975733,0.3474299408539387,-0.18070351439676902,0.7514640381404286,0.040468308634999735,-0.11253437661186225,0.804650220648769,0.8053100250727284,0.5804672019518798,0.6215253835402377,,-0.16149643300627226,-0.18346130147284875,0.01506144967249412,0.024470609667647563,0.028407462491524683,0.020774234793029433,0.015535085660056331
defending,-0.23903700205743672,0.25484047539426424,0.20987431077576346,0.20840523214059972,-0.06855969652385568,0.3585237640508954,0.17450481989580618,0.17012475099831603,0.17809691119734403,0.13285377929364972,-0.11074715198189543,-0.20616723626109598,0.17047776455182695,-0.14083722414021113,0.0034747269415437076,-0.24605163531095242,-0.2863933929306586,-0.40236544950419467,0.17311927035251948,-0.14275957196500685,1.0,0.5519490617789719,,,,,,,0.10132052275097808,-0.5090182568410361,0.34707101475616314,0.3004993084034828,-0.3732824438002216,-0.1941042126166756,-0.09645807508623394,-0.037113198084319295,0.41897386372003964,0.003489307391991659,-0.2902115754154544,-0.267097704353864,-0.24339486627791684,0.3349002369550263,-0.19468494315734775,-0.14985961681275806,0.2541679569144526,0.3660940910305834,0.36495422770783736,-0.2451145836683344,0.6698882938100112,0.9646940611596659,-0.3373032610677339,-0.07173169247875129,-0.3716157500019908,0.23101630719731917,,0.9763258739992235,0.9606183839753578,0.031728437165090106,0.031439326609438954,0.019070983690627905,0.0327958199552752,0.025299775885567626
physic,-0.3921524047246487,0.4405329822002638,0.49073560437337904,0.5790338203542844,-0.03846963260299355,0.5303861254493831,0.1623325444229348,0.24834808373583941,0.23982203247017486,0.1684482386423564,0.007889076259579915,-0.05942196639298999,0.24163902012383068,-0.20137017652425826,-0.011987044387610323,-0.149978949951592,-0.18069853709166978,0.020285784907845578,0.16454173071909056,-0.005487542398315962,0.5519490617789719,1.0,,,,,,,0.031579813029804116,-0.06874685660241688,0.642384794905793,0.29178681525452677,0.0018029965853778756,-0.03908675647634403,0.003492280394195934,0.018526231511617038,0.26712245395301404,0.15812746737833566,-0.22627176305500332,-0.13285904609383326,-0.2212552924609716,0.489143527329195,-0.37571616610790964,0.21421861819251434,0.4738920750138693,0.5958353436486482,0.8922284150111347,0.06791582628280741,0.7659156593289203,0.5296237595330618,0.0006351357440110914,0.04708818831231612,0.0014512776344675015,0.41241759121663063,,0.48500059168617476,0.45162903743972505,0.04978725889748777,0.056330283360501034,0.04353779539920311,0.06600393179757139,0.044963269094326255
gk_diving,-0.4486852213037911,0.4570482173847233,0.1695836387376496,0.271555053485062,-0.17992834746900668,0.9502982408917965,0.6795714736484884,0.558576443201019,0.531825538989755,0.40472873964096445,0.16475530067053795,,0.5449924934342737,-0.19973537217766463,0.12438725550950834,-0.2057769739132029,,,,,,,1.0,0.8491823977478834,0.747026314766333,0.9187711568564192,0.4775593453891621,0.863065339624538,0.17276666366742136,0.3695500252266903,0.16805749349970822,0.3124692022464605,0.36373042471080397,0.35129797564888887,0.17137866406933866,0.16653831949990214,0.2584484836444896,0.38068958894430394,0.45563859756466163,0.46140940156126026,0.3995883062751548,0.7812998307142612,0.1475735081219483,0.7462507483454002,0.38228072578053507,0.3774361617782661,0.36971940164152334,0.3971234691385034,0.2445298372371428,0.4007318111443652,0.36258472921255436,0.35135912870875635,0.3238805190736983,0.5175932053851006,,0.19621269546201742,0.16954607324902976,1.0,0.8491823977478834,0.747026314766333,0.863065339624538,0.9187711568564192
